Gene ID	Gene Name	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.log2foldchange	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.log2foldchange
ENSMUSG00000044576	Garem2	0.944397893946403	-0.3	0.934994220554288	0.1
ENSMUSG00000044581	4932415D10Rik	NA	0	NA	0.3
ENSMUSG00000044583	Tlr7	0.952814690732375	0.2	0.0921566792528918	0.4
ENSMUSG00000044594	Serpinb3a	NA	0	NA	0
ENSMUSG00000044595	Dnd1	0.877124888239448	-0.3	0.528180710280455	-0.3
ENSMUSG00000044597	Mycs	NA	0	NA	0
ENSMUSG00000044600	Smim7	0.989473296544104	0	0.398013651486682	-0.1
ENSMUSG00000044609	Gm9294	0.848070944345698	-0.3	0.714443670030537	-0.1
ENSMUSG00000044617	Zbtb39	0.994326998582825	0	0.123101965418984	0.4
ENSMUSG00000044624	Gm4922	NA	0	NA	0
ENSMUSG00000044626	Liph	NA	-0.2	0.771349584463436	-0.2
ENSMUSG00000044627	Swi5	0.912774993292092	-0.1	0.0186787388872304	-0.3
ENSMUSG00000044628	Rnf208	0.881174918084253	-0.4	0.35799341477652	0.4
ENSMUSG00000044629	Cnrip1	0.930210189669777	0.2	0.0435350928381062	-0.3
ENSMUSG00000044633	B530045E10Rik	NA	0	NA	0.1
ENSMUSG00000044636	Csrnp2	0.992062449414981	0	0.661602262117364	-0.1
ENSMUSG00000044639	Gm11507	NA	0	NA	0
ENSMUSG00000044641	Pard6b	0.0695488247910155	-0.8	0.626001858487909	0.2
ENSMUSG00000044645	Gm7334	NA	-0.2	NA	0.4
ENSMUSG00000044646	Zbtb7c	0.399324738310439	-0.4	0.239636639768329	-0.3
ENSMUSG00000044647	Csrnp3	NA	0.6	NA	0.2
ENSMUSG00000044649	Krtap4-2	NA	0	NA	0
ENSMUSG00000044664	Prss42	NA	-0.1	NA	0
ENSMUSG00000044667	Plppr4	0.206518431114585	-1	0.515033421057865	-0.3
ENSMUSG00000044674	Fzd1	0.792832491263609	-0.3	0.652666649959161	-0.1
ENSMUSG00000044676	Zfp612	0.979043132003519	-0.1	0.0461146954415607	0.4
ENSMUSG00000044678	Ly6k	NA	-0.2	NA	0.7
ENSMUSG00000044681	Cnpy1	NA	0.2	0.104011432134896	0.6
ENSMUSG00000044689	Gm13749	0.989473296544104	-0.1	NA	0.4
ENSMUSG00000044694	2010007H06Rik	0.959375184562497	0.2	0.51253315121734	0.3
ENSMUSG00000044697	Gm5479	NA	0	NA	0
ENSMUSG00000044700	Tmem201	0.989473296544104	0	0.660060280545226	-0.1
ENSMUSG00000044701	Il27	0.877124888239448	0.4	NA	0.1
ENSMUSG00000044702	Palb2	0.829344462647722	0.2	0.130690555885336	0.4
ENSMUSG00000044703	Phf11a	0.90501265537855	0.3	0.714103774163714	0.2
ENSMUSG00000044705	Olfr670	NA	0	NA	0
ENSMUSG00000044707	Ccnjl	NA	-0.4	0.153552998374617	0.7
ENSMUSG00000044708	Kcnj10	0.989473296544104	0.1	0.714433743068089	0.2
ENSMUSG00000044709	Gemin7	0.92246334668826	-0.1	0.301718060067706	-0.2
ENSMUSG00000044712	Slc38a6	0.489014966934012	0.6	8.30077394653987e-07	0.5
ENSMUSG00000044715	Gskip	0.922610660400577	0.1	0.797845749608821	0.1
ENSMUSG00000044716	Dok7	NA	-0.7	0.663025019573222	0.2
ENSMUSG00000044719	E230025N22Rik	0.943093319008399	-0.3	NA	0.2
ENSMUSG00000044724	Gpr152	0.996182724194008	0	0.936530036691128	0
ENSMUSG00000044726	Erich5	NA	0.1	NA	0.2
ENSMUSG00000044730	9930104L06Rik	0.972043585237357	0	0.975864974425992	0
ENSMUSG00000044734	Serpinb1a	0.821133987209802	-0.4	0.00934117885682386	-0.5
ENSMUSG00000044737	Klk14	NA	0	0.185061098045436	-0.6
ENSMUSG00000044743	Defb10	NA	0	NA	0
ENSMUSG00000044748	Defb1	NA	-0.1	NA	0
ENSMUSG00000044749	Abca6	0.968789522459099	-0.2	0.243967487152676	-0.3
ENSMUSG00000044751	Atp5pb-ps	0.960841819785071	-0.1	0.779093841828412	-0.1
ENSMUSG00000044757	Gm6430	NA	-0.5	NA	0.3
ENSMUSG00000044763	Trmt10c	0.964893050621764	0.1	0.201023775525992	0.2
ENSMUSG00000044768	D1Ertd622e	0.714242196168365	-0.3	0.0782046150444143	-0.3
ENSMUSG00000044770	Scml4	0.957186694201046	0.2	0.0663208950586983	0.8
ENSMUSG00000044772	Sntn	NA	0	0.52771220915224	0.2
ENSMUSG00000044783	Hjurp	0.982093531229898	0	0.344564055106431	0.1
ENSMUSG00000044786	Zfp36	0.964893050621764	-0.1	0.867567109060748	-0.1
ENSMUSG00000044787	Spata32	NA	0.1	NA	-0.1
ENSMUSG00000044788	Fads6	0.983434692164208	-0.1	0.991484120431153	0
ENSMUSG00000044791	Setd2	0.944397893946403	-0.1	0.563985838822184	0.1
ENSMUSG00000044792	Isca1	0.988077505026325	0	0.392890414092533	-0.1
ENSMUSG00000044795	Cyb5d1	0.912223157600996	-0.2	0.745535270651012	-0.1
ENSMUSG00000044798	Olfr923	NA	0	NA	0
ENSMUSG00000044801	Olfr159	NA	0	NA	0
ENSMUSG00000044807	Zfp354c	0.993138631428821	0	0.262591036346453	0.3
ENSMUSG00000044811	Cd300c2	0.932338298644289	0.2	0.233732249480105	0.5
ENSMUSG00000044813	Shb	0.802531153217823	-0.3	0.602298106158866	0.1
ENSMUSG00000044814	Olfr543	0.792832491263609	-0.6	0.943322138467958	0.1
ENSMUSG00000044816	D630023F18Rik	NA	-0.3	NA	0.2
ENSMUSG00000044819	Oxgr1	NA	-0.2	NA	0
ENSMUSG00000044820	AY074887	0.988077505026325	-0.1	NA	-0.1
ENSMUSG00000044824	Olfr545	NA	0	NA	-0.1
ENSMUSG00000044827	Tlr1	0.678840489894985	0.5	0.161011533561104	0.5
ENSMUSG00000044835	Ankrd45	0.994934256862837	0	0.21998154957849	0.4
ENSMUSG00000044847	Lsm11	0.988077505026325	0.1	0.166267759608993	0.2
ENSMUSG00000044854	1700056E22Rik	0.955747716623039	-0.2	0.174027953985967	-0.4
ENSMUSG00000044857	Lemd2	0.964893050621764	-0.1	0.206648936242263	-0.1
ENSMUSG00000044860	Gm1123	NA	0.3	NA	0.1
ENSMUSG00000044863	Defb36	NA	0	0.0986144013165928	0.6
ENSMUSG00000044864	Ankrd50	0.872643997469941	0.2	0.104448955483113	0.2
ENSMUSG00000044867	Gimap1os	0.66149115042767	0.5	0.542235303811415	0.3
ENSMUSG00000044876	Zfp444	0.821006563592765	-0.2	0.889140899134499	0
ENSMUSG00000044881	Coa4	0.957517465504705	-0.2	0.639692739248455	-0.1
ENSMUSG00000044894	Uqcrq	0.987542663159726	0.1	0.159039566132314	-0.3
ENSMUSG00000044897	Olfr821	NA	0	NA	0
ENSMUSG00000044899	Olfr649	NA	0	NA	0
ENSMUSG00000044903	Psg22	NA	0	NA	0
ENSMUSG00000044906	4930503L19Rik	0.92060883548718	0.2	0.350391592172424	0.3
ENSMUSG00000044912	Syt16	NA	-0.1	NA	0
ENSMUSG00000044916	1700029I15Rik	0.872643997469941	0.3	0.752121064687293	0.1
ENSMUSG00000044921	Rassf9	0.922681476887465	0.2	0.00204920434682774	0.8
ENSMUSG00000044923	Olfr1030	NA	-0.1	NA	0
ENSMUSG00000044927	H1f10	0.821154488617947	0.4	0.996246591582252	0
ENSMUSG00000044933	Sstr3	0.971731735460095	0.2	NA	0.4
ENSMUSG00000044934	Zfp367	0.792832491263609	0.2	0.526196392997065	0.2
ENSMUSG00000044937	Ttc41	0.99758141429576	0	0.831630855280274	0.1
ENSMUSG00000044938	Klhl31	0.984239843331849	0.1	NA	0.3
ENSMUSG00000044948	Cfap43	0.408528421195584	0.8	0.00215355852856222	1.3
ENSMUSG00000044949	Ubtd2	0.847221359725078	-0.2	0.242986230239946	-0.3
ENSMUSG00000044950	Pwwp2a	0.900087952345414	0.1	0.105261112829921	0.2
ENSMUSG00000044951	Mylk4	NA	0.4	NA	0.2
ENSMUSG00000044952	Kctd21	0.850976591331619	0.2	0.327679121211778	-0.1
ENSMUSG00000044957	Pp2d1	NA	0.3	NA	0.4
ENSMUSG00000044966	Fbxo48	0.981894733936691	0.1	0.480067699657268	0.4
ENSMUSG00000044968	Napepld	0.98095238524896	-0.1	0.155897273109473	-0.3
ENSMUSG00000044976	Wdr72	NA	-0.1	0.358276788300416	0.3
ENSMUSG00000044982	Sft2d3	0.988077505026325	0	0.851330369413009	-0.1
ENSMUSG00000044985	Olfr124	NA	0	NA	0
ENSMUSG00000044986	Tst	0.170386740958447	0.8	0.0365852229364967	0.7
ENSMUSG00000044988	Ucn3	NA	0	NA	0
ENSMUSG00000044991	Shld1	0.919987337728712	0.2	0.92587350850871	0
ENSMUSG00000044994	Olfr1426	NA	0	NA	0
ENSMUSG00000044997	E130304I02Rik	NA	0	NA	0
ENSMUSG00000045004	Spata21	NA	0	0.224107332415596	0.6
ENSMUSG00000045005	Fzd5	0.92711517020975	-0.2	0.918940464415573	0
ENSMUSG00000045007	Tubg2	0.858081816061962	-0.4	0.0680270215339766	-0.6
ENSMUSG00000045008	9030612E09Rik	0.912223157600996	0.4	0.806082580630161	0.2
ENSMUSG00000045009	Prrt3	0.944397893946403	-0.3	0.854411170827651	0.1
ENSMUSG00000045010	Gm4779	NA	-0.2	NA	0.1
ENSMUSG00000045013	Olfr711	NA	0	NA	0
ENSMUSG00000045019	Acer1	NA	0.3	NA	0.1
ENSMUSG00000045022	1700024P04Rik	NA	0	NA	0
ENSMUSG00000045027	Prss22	NA	-0.1	NA	0
ENSMUSG00000045030	Olfr1443	NA	0	NA	0.1
ENSMUSG00000045031	Cetn4	0.843911769505534	-0.4	0.18402369269833	0.6
ENSMUSG00000045034	Ankrd34b	NA	0.4	0.379279808324036	-0.5
ENSMUSG00000045036	Tmem232	NA	-0.1	0.44017135207586	0.2
ENSMUSG00000045038	Prkce	0.847221359725078	0.3	0.0301515097015943	0.3
ENSMUSG00000045039	Megf8	0.981389262829797	-0.1	0.00393495033220617	-0.2
ENSMUSG00000045045	Lrfn4	0.792832491263609	-0.2	0.221524787956389	-0.3
ENSMUSG00000045048	Gm9795	0.958536775971632	0.2	0.94044620499344	0.1
ENSMUSG00000045052	Prlhr	NA	0	NA	0
ENSMUSG00000045053	Kcng3	0.891521797927766	-0.4	0.28573707089601	0.5
ENSMUSG00000045055	Rpsa-ps2	0.871687143277343	-0.5	NA	0.1
ENSMUSG00000045062	Pcdhb7	0.047151814185725	-0.8	0.194249741608775	-0.5
ENSMUSG00000045064	Zc2hc1c	0.992090861301275	0	4.45523758036524e-05	1.3
ENSMUSG00000045065	9930022D16Rik	NA	0	NA	0
ENSMUSG00000045071	E130308A19Rik	0.867423559353076	-0.3	0.652727034394912	-0.1
ENSMUSG00000045075	Gm9796	0.989473296544104	0	0.997619709052071	0
ENSMUSG00000045078	Rnf216	0.989473296544104	0	0.426226874861922	-0.1
ENSMUSG00000045083	Lingo2	NA	0	NA	0.1
ENSMUSG00000045087	S1pr5	0.903873815452437	0.4	0.648505555234482	0.3
ENSMUSG00000045091	Aqp12	NA	0	NA	0
ENSMUSG00000045092	S1pr1	0.865154262430833	0.4	0.472935615507761	0.2
ENSMUSG00000045094	Arhgef37	4.96807208721075e-05	1.3	8.30665324337969e-09	1
ENSMUSG00000045095	Magi1	0.985119064813798	-0.1	0.0138936177386116	0.3
ENSMUSG00000045098	Kmt5b	0.995187671336938	0	0.970677966372391	0
ENSMUSG00000045100	Slc25a26	0.95813240023074	-0.1	0.00264682750815597	-0.3
ENSMUSG00000045102	Poln	0.914578310432876	0.3	0.881913786027981	0
ENSMUSG00000045103	Dmd	0.950045428165711	-0.2	0.722835488074001	-0.1
ENSMUSG00000045104	Gm5514	0.930391458980354	-0.3	0.495674943388044	-0.4
ENSMUSG00000045106	Ccdc73	0.868986885898517	0.3	0.538086375668992	0.2
ENSMUSG00000045107	Saysd1	0.747261640903976	-0.2	0.645481412947062	-0.1
ENSMUSG00000045109	Krtap4-7	NA	0	NA	0
ENSMUSG00000045111	Taar6	NA	0	NA	0
ENSMUSG00000045114	Prrt2	0.884373811962809	-0.3	0.814400241339594	-0.1
ENSMUSG00000045126	Olfr1445	NA	0	NA	0
ENSMUSG00000045128	Rpl18a	0.847101522513678	-0.3	0.323741042480121	-0.1
ENSMUSG00000045132	Olfr620	NA	0	NA	0
ENSMUSG00000045136	Tubb2b	0.691711734836611	-0.5	0.245530361790206	-0.4
ENSMUSG00000045140	Pigw	0.693955215457838	0.3	0.294707497312721	0.2
ENSMUSG00000045148	Olfr1255	NA	0	NA	0
ENSMUSG00000045150	Olfr1161	NA	0	NA	0
ENSMUSG00000045160	Bola3	0.98095238524896	-0.1	0.00976524447857663	-0.4
ENSMUSG00000045165	AI467606	0.978033528963831	-0.1	0.516172544123979	-0.2
ENSMUSG00000045174	Amer3	NA	0	NA	0
ENSMUSG00000045176	Borcs6	0.994177274364352	0	0.698182856166343	-0.1
ENSMUSG00000045178	4933411O13Rik	NA	0	NA	0
ENSMUSG00000045179	Sox3	NA	0	NA	0
ENSMUSG00000045180	Shroom2	0.502504196800552	-0.7	0.767874897235152	0.1
ENSMUSG00000045193	Cirbp	0.903593338456232	-0.3	0.787900142350305	0.1
ENSMUSG00000045201	Lrrc3b	0.969792061719679	-0.1	0.533673635085444	-0.3
ENSMUSG00000045202	Olfr123	NA	0	NA	0
ENSMUSG00000045204	Olfr835	NA	0	NA	0
ENSMUSG00000045205	Dpy19l4	0.843911769505534	0.2	0.178896371914761	0.3
ENSMUSG00000045210	Vcpip1	0.978033528963831	0.1	0.262978418609293	0.2
ENSMUSG00000045211	Nudt18	0.563306659148347	-0.4	2.11754367250961e-08	-0.8
ENSMUSG00000045215	Asxl3	0.988077505026325	-0.1	0.791725168161588	-0.1
ENSMUSG00000045216	Hs6st1	0.775153528113228	-0.3	0.277514490820945	0.2
ENSMUSG00000045217	Ppp1r2-ps9	NA	0	NA	0
ENSMUSG00000045225	Olfr1152	NA	0	NA	0
ENSMUSG00000045231	BC106179	0.964034146290125	0.2	0.844507552809942	-0.1
ENSMUSG00000045232	Rln3	NA	-0.6	NA	-0.3
ENSMUSG00000045236	Krtap5-4	NA	0	NA	0
ENSMUSG00000045237	1110012L19Rik	0.747981104345481	0.2	0.406742038352942	0.1
ENSMUSG00000045238	A730035I17Rik	NA	-0.7	NA	0.2
ENSMUSG00000045246	Kcng4	0.369902347973621	-0.9	0.857644087824551	0.1
ENSMUSG00000045248	Med26	0.924150576478607	-0.1	0.744768321787086	0.1
ENSMUSG00000045251	Zfp688	0.990992399584469	0	0.438629122007341	-0.1
ENSMUSG00000045252	Zfp574	0.981132921513485	-0.1	0.926166361634405	0
ENSMUSG00000045257	Morn2	0.989473296544104	0	0.790856712856041	-0.1
ENSMUSG00000045259	Klhdc9	0.900087952345414	-0.3	0.297467261006015	0.4
ENSMUSG00000045267	Tas2r119	NA	0	NA	0
ENSMUSG00000045268	Zfp691	0.978033528963831	-0.1	0.839654227111918	0
ENSMUSG00000045273	Cenph	0.95788993551625	0.2	0.29137809609865	0.5
ENSMUSG00000045275	Lca5l	0.794232995615132	-0.3	0.0573031462573601	0.9
ENSMUSG00000045281	Gpr20	0.989473296544104	0	0.906762576585484	-0.1
ENSMUSG00000045282	Tmem86b	0.895902076248522	-0.2	0.877301735135774	0.1
ENSMUSG00000045284	Dcaf12l1	NA	-0.5	0.861900269471483	-0.1
ENSMUSG00000045287	Rtn4rl1	0.906142693520869	-0.2	0.911107765459306	0
ENSMUSG00000045288	Ush1g	NA	-0.1	NA	0
ENSMUSG00000045291	E330021D16Rik	NA	0.1	NA	0.2
ENSMUSG00000045294	Insig1	0.283025979706404	0.8	0.396950633367406	0.3
ENSMUSG00000045302	Preb	0.991587957697333	0	0.609301419512249	-0.1
ENSMUSG00000045306	Olfr734	NA	0.1	NA	0.1
ENSMUSG00000045312	Lhfpl2	0.979965574046385	0.1	0.610009127753948	0.2
ENSMUSG00000045314	Sowahb	NA	-0.1	0.559284864007356	0.1
ENSMUSG00000045316	Fahd1	0.979984114533952	-0.1	0.633946752423939	-0.1
ENSMUSG00000045318	Adra2c	0.710786124085369	-0.7	0.0186416565127823	1
ENSMUSG00000045319	Proser2	NA	-0.7	0.63328389077276	-0.2
ENSMUSG00000045322	Tlr9	0.964893050621764	0.1	0.881913786027981	0.1
ENSMUSG00000045326	Fndc7	0.768832064152954	-0.5	0.0562541387350031	0.8
ENSMUSG00000045327	6330549D23Rik	0.922610660400577	0.3	0.702594649352923	-0.1
ENSMUSG00000045328	Cenpe	0.877342653835899	-0.4	0.320145925028267	0.4
ENSMUSG00000045330	4933402E13Rik	NA	0	NA	0
ENSMUSG00000045331	2310079G19Rik	NA	0	NA	0
ENSMUSG00000045333	Zfp423	0.964893050621764	-0.1	0.427146862970809	-0.2
ENSMUSG00000045336	Hsfy2	NA	0	NA	0
ENSMUSG00000045337	Defb11	NA	0	NA	0
ENSMUSG00000045339	A930104D05Rik	NA	0	NA	0
ENSMUSG00000045340	Vmn1r70	NA	0	NA	0
ENSMUSG00000045341	Olfr167	NA	0	NA	0
ENSMUSG00000045345	9530056K15Rik	0.986101720126901	-0.1	0.207079235340197	0.6
ENSMUSG00000045348	Nyap1	0.674241434581004	-0.6	0.0288729282800214	1
ENSMUSG00000045349	Sh2d5	0.905413747428241	0.3	0.593084149136656	0.3
ENSMUSG00000045350	Fam186a	0.98095238524896	0.1	0.237570878438764	-0.5
ENSMUSG00000045362	Tnfrsf26	0.955245012971975	0.2	0.167673558772427	0.5
ENSMUSG00000045364	Ifne	NA	-0.1	NA	0
ENSMUSG00000045374	Wdr81	0.978033528963831	-0.1	0.0126120980871372	-0.2
ENSMUSG00000045377	Tmem88	0.989473296544104	0.1	0.565008140086176	-0.2
ENSMUSG00000045378	Pxt1	0.94091517458073	0.3	NA	-0.5
ENSMUSG00000045381	Olfr433	NA	-0.3	NA	-0.1
ENSMUSG00000045382	Cxcr4	0.882241876182602	0.3	0.854752679426514	-0.1
ENSMUSG00000045391	1700120B22Rik	NA	0.2	NA	0
ENSMUSG00000045392	Olfr1033	0.843029095463037	-0.5	0.000274835156874454	-1.1
ENSMUSG00000045394	Epcam	0.86418096232786	-0.4	0.160772798779053	0.5
ENSMUSG00000045395	Olfr1499	NA	0	NA	0
ENSMUSG00000045404	Kcnk13	0.907407232567115	-0.3	0.776470968310689	-0.1
ENSMUSG00000045409	Trim39	0.972262462495585	-0.1	0.378133606608347	0.2
ENSMUSG00000045410	Akr1e1	0.986101720126901	0	0.569291817124453	-0.1
ENSMUSG00000045411	2410002F23Rik	0.911378774250757	-0.2	0.922882714953972	0
ENSMUSG00000045414	Dipk2a	0.927331440281663	-0.2	0.196011513845281	-0.3
ENSMUSG00000045417	Vmn1r230	NA	0	NA	0.1
ENSMUSG00000045421	Olfr1390	NA	0	NA	0
ENSMUSG00000045427	Hnrnph2	0.955747716623039	-0.1	0.899152420817796	0
ENSMUSG00000045435	Tmem60	0.964893050621764	0.1	0.532843527892271	0.1
ENSMUSG00000045438	Cox19	0.97287564613965	0.1	0.17557244880429	-0.2
ENSMUSG00000045440	Insm2	0.994143526018358	0	0.285420323990254	0.5
ENSMUSG00000045441	Gprin3	0.976629177129948	-0.1	0.272765480030658	-0.4
ENSMUSG00000045455	Gm9797	NA	0.1	NA	-0.1
ENSMUSG00000045463	Slco6b1	NA	0	NA	0
ENSMUSG00000045464	2810002D19Rik	0.988597710856219	0	0.999324215266207	0
ENSMUSG00000045466	Zfp956	0.972194590221665	-0.1	0.370035818084188	0.2
ENSMUSG00000045467	Ttll13	0.988077505026325	-0.1	0.348666453347244	0.5
ENSMUSG00000045471	Hcrt	NA	0	NA	0
ENSMUSG00000045474	Olfr1368	NA	0	NA	0
ENSMUSG00000045475	Lce3c	NA	0	NA	0
ENSMUSG00000045479	Olfr459	NA	0	NA	0
ENSMUSG00000045482	Trrap	0.963140324842966	0	0.806082580630161	0
ENSMUSG00000045493	Bhlhe23	NA	0	NA	0
ENSMUSG00000045498	Pcdhb3	0.992090861301275	0	0.395315369354317	0.4
ENSMUSG00000045502	Hcar2	0.844685933606217	0.2	0.0741028587911366	-0.5
ENSMUSG00000045503	Sys1	0.980047692248723	0	0.597222861538989	-0.1
ENSMUSG00000045506	A930002H24Rik	0.988077505026325	-0.1	0.758690726346139	-0.2
ENSMUSG00000045508	Olfr1367	NA	0	NA	0
ENSMUSG00000045509	Gpr150	0.897066953986583	0.4	NA	0.2
ENSMUSG00000045514	Olfr460	NA	0.1	NA	0.2
ENSMUSG00000045515	Pou3f3	0.911629777002368	-0.3	0.380688193366935	0.3
ENSMUSG00000045518	Onecut3	NA	0	NA	0.1
ENSMUSG00000045519	Zfp560	0.911378774250757	0.2	0.13884914993144	0.3
ENSMUSG00000045521	Tssk2	NA	0	NA	0.2
ENSMUSG00000045528	Olfr891	NA	0	NA	0
ENSMUSG00000045532	C1ql1	0.912499341524681	0.3	NA	0.2
ENSMUSG00000045534	Kcna5	0.952317992153847	0.2	0.354324422629539	-0.3
ENSMUSG00000045538	Ddx28	0.994308219507927	0	0.130189402291749	-0.2
ENSMUSG00000045539	Sprr3	NA	-0.1	NA	0
ENSMUSG00000045540	Olfr600	NA	0	NA	0
ENSMUSG00000045545	Krt14	0.847221359725078	-0.5	0.161740040688644	-0.7
ENSMUSG00000045551	Fpr1	NA	-0.1	NA	0
ENSMUSG00000045555	Mettl24	0.989473296544104	0	0.0425972418157966	-0.5
ENSMUSG00000045559	Olfr827	NA	0	NA	0
ENSMUSG00000045566	Sprr4	NA	0	NA	0
ENSMUSG00000045569	Mc2r	0.945974325438396	0.2	0.12822331958395	0.3
ENSMUSG00000045573	Penk	0.791631463432016	-0.5	0.763378245125842	-0.1
ENSMUSG00000045575	Vmn1r233	NA	0	NA	0
ENSMUSG00000045576	St7l	0.908427005270078	0.1	0.632930698523773	0.1
ENSMUSG00000045581	Olfr710	NA	0	NA	0
ENSMUSG00000045584	Olfr610	NA	0	NA	0
ENSMUSG00000045587	Lypd10	NA	0	NA	0
ENSMUSG00000045589	Frrs1l	0.0302338487606527	1.3	0.0172698237757162	1
ENSMUSG00000045591	Olig3	NA	-0.1	NA	0
ENSMUSG00000045594	Glb1	0.901216714845044	-0.2	0.257693389933748	-0.2
ENSMUSG00000045598	Zfp553	0.912223157600996	-0.2	0.621653460409432	0.1
ENSMUSG00000045608	Dbx2	NA	0	NA	0.5
ENSMUSG00000045609	Gm5455	NA	0.1	NA	0
ENSMUSG00000045613	Chrm2	NA	-0.3	0.000347409985971555	1.5
ENSMUSG00000045620	Odf3l1	0.922738267469792	0.3	0.557392563695212	-0.2
ENSMUSG00000045624	Esf1	0.988077505026325	0	0.203849482578696	0.2
ENSMUSG00000045625	Pigz	0.889478952230266	-0.2	0.981463321095147	0
ENSMUSG00000045629	Sh3tc2	0.518028087945767	-0.7	0.151278754793409	-0.4
ENSMUSG00000045631	Tmprss12	NA	0	NA	0
ENSMUSG00000045636	Mtus1	0.944397893946403	0.1	0.478943658733096	0.1
ENSMUSG00000045639	Zfp629	0.881174918084253	-0.2	0.985181154148557	0
ENSMUSG00000045648	Vwc2l	NA	0	NA	0.6
ENSMUSG00000045655	Fam216b	NA	0	0.510208002752656	0.2
ENSMUSG00000045657	Pcdhb10	0.912774993292092	-0.3	0.942175083324663	-0.1
ENSMUSG00000045658	Pid1	0.989473296544104	0	0.709141483369157	0.1
ENSMUSG00000045659	Plekha7	0.663250918895193	-0.7	0.926213165630501	0
ENSMUSG00000045662	Henmt1	0.847221359725078	-0.5	0.885271329578209	-0.1
ENSMUSG00000045664	Cdc42ep2	0.992090861301275	0	0.745116608732894	-0.1
ENSMUSG00000045665	Mfsd5	0.882406590726005	-0.1	0.0136501256754615	-0.4
ENSMUSG00000045667	Smtnl2	0.0137386742536231	-1	0.553076509190685	0.3
ENSMUSG00000045671	Spred2	0.980047692248723	-0.1	0.676464720689977	0.1
ENSMUSG00000045672	Col27a1	0.981217589773868	-0.1	0.489929023625163	0.2
ENSMUSG00000045678	Olfr1489	NA	0	NA	0
ENSMUSG00000045679	Pqlc3	0.754578829256507	-0.4	0.157859065646825	-0.4
ENSMUSG00000045680	Tcf21	0.821133987209802	-0.4	0.670414797809616	-0.1
ENSMUSG00000045684	Lcn6	NA	0.1	NA	0.1
ENSMUSG00000045689	Pcdhb4	0.857189103115236	-0.4	0.905835689454785	-0.1
ENSMUSG00000045690	Wdr89	0.87159583867488	-0.2	0.109759850800198	-0.3
ENSMUSG00000045691	Thtpa	0.989779366520352	0	0.245686267725049	-0.2
ENSMUSG00000045693	Nlrp4e	NA	0	NA	0
ENSMUSG00000045694	Gm4997	NA	0.1	NA	0.1
ENSMUSG00000045699	Gm21411	0.895902076248522	0.4	NA	-0.3
ENSMUSG00000045708	Olfr447	NA	0	NA	0
ENSMUSG00000045709	Smkr-ps	0.99156084530932	0	0.387736621344458	-0.3
ENSMUSG00000045725	Prr15	0.890273789339545	-0.4	0.723717767637263	-0.2
ENSMUSG00000045730	Adrb2	0.960361635216716	0.2	0.0918993078033144	-0.4
ENSMUSG00000045731	Pnoc	0.985119064813798	-0.1	NA	0.3
ENSMUSG00000045733	Sprn	0.965478815342542	-0.1	0.757648845147727	0.1
ENSMUSG00000045744	Bricd5	NA	0	NA	0
ENSMUSG00000045746	B230317F23Rik	0.871687143277343	0.4	0.37274256810646	0.4
ENSMUSG00000045751	Mms22l	0.989473296544104	0	0.741941010717341	0.1
ENSMUSG00000045752	Tssc4	0.870347365394899	-0.2	0.602236801102418	-0.1
ENSMUSG00000045757	Zfp764	0.988077505026325	0	0.897591872955788	0
ENSMUSG00000045761	Togaram2	0.779284441225462	-0.5	0.408287188856189	0.2
ENSMUSG00000045763	Basp1	0.978033528963831	-0.2	0.271021425299656	0.3
ENSMUSG00000045767	B230219D22Rik	0.994143526018358	0	0.294192393281461	0.3
ENSMUSG00000045775	Slc16a5	0.844685933606217	-0.4	0.131549062146981	-0.6
ENSMUSG00000045776	Lrtm1	0.998690790084918	0	0.473057120210386	0.3
ENSMUSG00000045777	Ifitm10	NA	-0.6	0.82548040864684	0.1
ENSMUSG00000045780	Olfr624	NA	0	NA	0
ENSMUSG00000045790	Ccdc149	0.156005271085512	-0.6	0.231301297082581	-0.2
ENSMUSG00000045792	Olfr578	NA	0	NA	0
ENSMUSG00000045794	Lkaaear1	NA	-0.3	NA	0
ENSMUSG00000045795	Whamm	0.948869250630275	-0.1	0.00325750122766501	-0.3
ENSMUSG00000045797	4930402K13Rik	NA	0	NA	0
ENSMUSG00000045799	Gm9800	0.911378774250757	-0.3	0.182531431384073	0.3
ENSMUSG00000045802	Hsf3	0.670796562800798	0.6	0.302455861339844	0.4
ENSMUSG00000045812	Olfr984	NA	0	NA	0
ENSMUSG00000045813	Gm9801	0.98095238524896	-0.1	0.970322399111292	0
ENSMUSG00000045815	1700101I19Rik	NA	0	NA	0
ENSMUSG00000045817	Zfp36l2	0.912223157600996	-0.2	0.100352886202357	-0.2
ENSMUSG00000045822	Zswim3	0.834140869233953	0.2	0.682055011895934	-0.1
ENSMUSG00000045824	Olfr574	NA	0	NA	0
ENSMUSG00000045826	Ptprcap	NA	0	NA	0
ENSMUSG00000045827	Serpinb9	0.953246711876594	0.1	0.111611808481069	0.4
ENSMUSG00000045835	Hdgfl1	NA	0	NA	0.1
ENSMUSG00000045838	Ccdc9b	0.782370377057296	-0.4	0.000528947543462025	-0.7
